72,66,27,61,13,38,54,34,40,70,62,27,6,72,5,77,65,43,56,12,32,38,40,52,33,63,2,22,20,11,4,44,46,34,73,40,4,33,40,26,46,23,19,27,39,42,14,68,75,46,69,40,76,35,52,5,1,8,18,77,52,14,44,15,36,67,36,26,57,67,20,43,76,37,51,38,27,55,4,12,57,19,65,39,68,24,14,68
34,1,48,1,19,73,32,50,12,27,27,55,71,3,63,73,39,13,23,38,78,75,19,16,52,54,77,16,69,19,14,45,23,59,19,45,59,7,49,40,48,74,1,55,4,43,19,4,9,35,36,67,27,2,3,77,36,49,57,68,69,61,73,17,69,19,42,43,79,18,67,42,80,10,5,58,66,17,56,32,19,42,6,70,60,34,79,30
43,37,44,80,44,8,76,23,20,49,6,71,19,50,61,22,30,34,47,16,38,67,9,9,43,38,40,2,66,4,65,57,69,44,17,22,30,53,28,71,20,56,76,10,4,37,43,32,76,65,63,67,59,10,54,50,37,30,17,16,62,30,67,71,73,71,29,40,49,46,49,45,70,71,79,26,0,13,70,68,51,35,37,41,42,74,52,50
45,25,8,11,9,25,45,56,79,76,72,3,50,43,34,8,35,47,21,22,26,59,10,8,33,60,13,59,43,47,46,80,73,23,15,69,79,64,8,37,47,55,14,66,44,70,33,68,51,5,39,32,10,7,13,6,72,18,22,40,68,63,11,21,56,69,45,62,17,24,63,27,43,11,61,64,70,75,32,8,15,51,56,64,62,76,73,37
69,30,26,50,68,41,64,36,58,76,5,63,61,34,79,46,80,17,44,44,42,26,69,3,0,5,12,50,33,12,24,20,7,76,43,79,18,61,52,45,44,25,67,2,25,63,38,44,55,49,67,22,66,34,53,34,58,54,45,29,79,35,51,15,70,32,19,36,21,37,46,6,64,48,61,74,65,15,18,49,25,68,37,48,59,62,75,25
42,29,39,5,41,2,78,61,43,17,77,73,22,8,46,33,52,56,44,14,14,23,22,69,57,54,49,41,51,38,75,40,50,6,26,62,3,71,15,45,79,17,47,43,36,67,64,5,3,64,52,48,77,7,67,15,71,13,12,29,3,64,79,72,2,73,71,17,57,18,8,50,22,69,35,16,64,41,33,67,48,7,6,22,15,12,7,71
45,74,79,65,74,57,66,40,72,70,65,39,30,35,80,52,53,63,76,24,67,10,80,42,54,74,17,40,15,8,38,45,29,27,6,16,25,15,44,5,35,6,8,38,56,75,50,49,29,75,72,57,50,12,23,56,29,76,76,70,2,37,42,36,1,17,52,25,11,7,2,19,34,2,11,4,38,17,11,79,0,20,67,62,35,75,3,24
73,76,36,61,7,6,24,33,0,48,43,13,34,47,17,56,63,68,44,28,10,53,62,6,2,31,21,38,32,53,74,22,7,65,80,19,32,60,46,14,20,26,7,14,63,56,42,16,46,63,31,13,76,24,56,33,52,20,2,4,19,74,2,7,19,52,34,5,71,9,54,39,26,48,39,75,15,78,68,74,35,15,78,11,12,4,75,46
16,48,54,64,54,16,1,72,69,64,56,23,47,21,44,44,76,44,53,46,32,2,33,55,69,9,11,10,62,9,33,79,45,65,23,28,39,49,35,28,50,34,37,61,75,65,71,9,34,74,54,48,41,56,40,8,47,22,30,40,70,38,43,15,72,35,35,8,44,53,62,22,44,29,44,56,38,29,16,33,36,72,65,51,76,58,16,57
65,53,45,51,52,34,19,20,46,1,12,38,16,22,44,14,24,28,46,38,16,73,69,26,61,24,30,65,74,32,25,12,6,15,56,22,4,26,20,5,7,35,18,80,29,45,44,78,57,1,30,39,5,23,36,3,11,40,63,78,10,47,47,25,57,21,25,25,8,42,22,26,55,69,13,73,21,80,39,27,62,43,32,60,5,16,7,58
63,50,25,49,27,9,20,56,75,32,32,78,38,26,42,14,67,10,32,16,27,34,22,60,30,50,66,12,41,30,53,25,19,37,77,5,32,50,40,61,18,11,57,56,32,76,4,64,38,53,74,49,75,72,34,73,13,79,35,5,55,56,55,4,34,73,13,50,48,56,0,11,46,51,72,47,49,18,34,16,75,29,79,30,53,31,22,12
68,54,15,59,63,17,79,36,28,60,38,75,67,59,26,23,10,53,2,73,34,58,0,16,12,36,40,5,52,32,20,3,30,54,21,45,76,49,61,8,17,13,70,38,71,2,34,35,28,76,59,9,58,31,65,31,4,50,73,67,76,6,64,43,74,62,36,65,80,5,54,80,1,66,68,4,21,15,19,19,33,36,63,31,18,42,54,16
23,51,65,37,8,73,30,62,23,27,40,19,9,10,69,22,80,62,33,69,22,0,33,36,56,11,77,59,69,40,77,59,25,42,25,20,55,15,44,75,80,56,41,47,25,40,19,28,74,24,36,32,9,52,50,10,57,18,45,28,25,73,33,0,49,37,38,38,39,37,66,38,22,80,66,33,31,25,29,16,24,28,38,75,29,64,69,9
4,57,49,33,21,56,49,13,68,5,52,16,9,8,3,69,42,6,55,26,60,16,36,28,57,48,28,75,25,12,42,2,26,0,31,67,55,41,5,44,36,39,73,4,52,65,36,2,52,51,73,71,38,7,49,16,68,12,11,34,78,18,59,18,40,63,33,46,37,21,65,4,69,57,1,30,46,10,35,53,68,76,76,2,64,57,44,41
39,29,31,72,11,19,32,3,62,10,33,52,43,33,0,57,54,2,69,61,30,12,56,57,71,25,6,18,61,33,25,12,32,10,80,4,5,39,15,43,26,55,28,6,60,34,24,67,32,7,63,50,3,3,56,79,18,68,57,36,6,79,59,51,7,5,11,52,55,1,27,22,49,56,57,40,32,46,44,40,10,46,66,71,16,47,5,27
11,0,43,10,26,57,23,5,65,67,63,54,38,60,5,54,74,31,9,24,50,36,11,48,25,31,37,10,55,18,46,22,58,71,16,67,33,19,50,14,63,4,39,23,40,46,59,72,36,58,29,46,22,79,5,16,39,58,7,52,20,39,74,73,21,45,32,20,67,33,36,60,25,10,45,80,54,69,61,60,2,54,52,70,48,51,74,79
66,76,23,75,56,15,47,18,13,57,2,77,40,13,12,49,17,21,11,30,66,40,77,28,6,37,76,71,61,13,61,22,77,19,65,7,65,65,10,77,52,54,26,42,7,71,25,24,44,63,48,7,22,31,8,26,16,55,18,43,14,33,32,47,77,75,59,67,7,39,21,71,13,42,45,74,65,52,38,73,22,74,5,14,24,40,36,44
4,67,74,66,55,64,11,32,67,62,22,16,2,59,50,41,40,38,10,65,12,5,59,75,18,10,71,3,15,59,1,44,32,17,78,61,21,19,73,39,49,71,61,39,54,2,60,31,13,29,41,53,67,13,8,45,49,24,6,32,73,17,73,71,19,4,28,7,62,39,11,18,48,8,5,67,17,35,60,66,11,66,5,49,74,1,26,45
5,70,10,20,79,24,6,73,65,35,20,69,66,43,33,51,15,32,62,74,41,52,69,25,61,55,61,15,56,70,48,48,51,80,53,61,70,8,57,66,33,80,12,45,0,44,37,16,45,39,47,11,78,15,56,47,26,77,60,1,49,41,37,64,47,67,65,62,53,67,66,50,75,30,13,26,58,75,6,58,12,14,59,71,12,65,60,49
57,74,24,69,29,54,26,40,41,76,11,19,4,47,12,38,8,53,9,32,30,32,40,12,33,18,13,59,70,20,46,41,35,1,26,67,71,1,64,29,34,73,23,40,29,42,41,13,54,37,53,55,74,3,45,7,41,38,2,49,11,69,2,50,72,55,20,53,78,18,79,56,28,26,23,9,12,2,76,53,43,21,21,45,31,61,23,19
80,1,33,13,54,61,58,13,8,80,4,14,65,46,24,75,38,74,33,25,53,20,77,42,25,46,61,1,48,46,22,29,13,61,54,59,41,45,71,68,65,78,24,55,0,12,72,77,1,51,76,1,53,77,29,49,36,17,59,50,11,52,71,14,73,27,23,13,28,77,21,64,11,57,8,46,46,72,43,58,34,49,4,52,9,49,33,13
70,67,24,59,73,21,3,39,63,2,44,45,57,80,20,40,45,22,79,12,25,3,59,2,12,22,22,44,48,41,29,44,15,63,80,30,54,21,54,34,20,66,5,37,30,76,12,67,75,73,71,57,46,23,7,14,50,11,23,36,69,63,37,57,27,48,62,70,68,72,21,74,21,46,67,68,12,7,9,79,59,80,21,41,60,40,61,27
33,39,42,20,61,26,23,2,8,51,46,23,69,73,7,50,29,7,45,6,19,30,25,26,32,58,77,32,51,35,13,15,26,56,27,56,44,18,52,57,59,44,37,74,66,72,13,5,68,58,27,22,26,63,77,57,13,49,80,42,0,70,26,27,22,50,21,25,34,7,44,4,29,27,23,73,43,24,3,54,54,69,67,19,71,21,11,3
17,18,26,70,29,71,43,38,75,0,34,59,44,23,76,6,27,65,65,15,37,54,42,0,10,71,19,17,80,1,61,63,56,78,27,64,73,71,59,34,48,35,24,58,35,14,29,19,18,14,69,73,54,8,57,65,4,62,31,65,62,65,6,6,65,4,0,4,49,41,70,5,67,12,70,7,11,36,12,17,63,27,20,56,55,79,25,29
2,19,46,28,32,7,64,31,49,46,73,19,17,15,43,26,6,80,23,56,77,21,25,31,80,16,65,78,53,26,54,80,27,27,57,4,71,74,48,68,70,21,36,78,74,69,75,57,30,10,67,75,34,24,15,34,19,35,74,42,11,14,57,44,45,0,35,19,28,19,74,16,42,10,63,25,56,36,6,33,41,23,3,79,67,29,55,61
67,18,17,51,24,58,4,55,44,52,40,45,22,69,79,62,16,19,28,22,5,45,20,67,4,67,7,61,61,67,59,30,56,64,4,18,63,74,78,44,21,53,20,53,17,31,75,27,56,42,77,37,19,38,30,63,35,33,29,71,67,59,20,53,21,76,62,75,9,22,19,52,66,44,68,6,29,53,69,38,23,61,7,42,33,35,20,23
23,72,24,74,56,50,71,58,68,25,4,59,30,79,18,3,25,32,39,4,32,76,55,55,5,33,65,21,70,71,41,54,44,73,71,63,66,48,26,3,10,78,22,63,52,63,22,41,51,3,61,21,16,52,3,61,60,53,44,35,49,13,20,8,9,21,17,32,77,51,57,43,12,46,70,0,20,27,44,79,38,31,24,57,3,69,4,64
68,10,49,5,77,29,10,79,39,37,33,7,53,64,61,71,15,60,49,26,50,49,15,41,39,19,65,19,8,1,45,21,18,71,74,74,48,21,21,32,50,5,49,70,43,73,40,46,74,42,5,38,46,29,60,49,5,23,21,61,32,59,14,8,34,20,26,72,43,4,63,47,38,11,32,4,62,27,25,75,22,26,44,65,65,53,43,43
64,29,58,61,40,38,21,64,64,8,40,49,28,8,52,15,44,46,35,20,40,61,44,5,15,50,10,73,57,64,71,54,52,59,48,78,26,21,41,20,10,78,40,26,6,26,43,6,19,43,55,9,37,75,58,71,21,11,23,52,59,71,43,60,23,78,37,19,2,24,30,31,43,79,66,26,15,11,42,22,46,75,63,58,50,79,69,71
22,23,73,56,50,67,17,62,45,20,26,40,71,37,45,45,5,14,28,5,61,8,75,44,43,14,77,39,66,29,68,34,57,34,68,44,3,32,20,43,66,6,51,78,57,18,56,10,23,77,26,63,29,9,53,61,12,57,80,75,39,15,39,0,74,79,14,6,67,19,32,67,80,36,40,45,40,45,52,24,6,7,59,23,42,66,65,5
74,62,10,33,6,36,16,70,34,33,46,48,20,47,44,79,35,20,50,7,18,17,80,36,26,63,52,49,33,34,65,20,59,48,70,21,10,50,10,66,60,24,40,70,17,80,46,5,31,23,67,38,31,39,42,35,59,69,34,34,70,44,56,69,6,38,7,49,79,61,47,70,25,52,22,24,16,17,34,8,21,51,57,21,67,47,69,31
9,35,10,15,23,45,58,55,32,22,23,74,56,55,25,17,6,26,34,35,11,13,56,39,55,4,54,71,80,73,78,66,44,35,21,53,78,5,78,6,24,35,13,43,20,7,0,53,4,50,80,7,76,39,41,33,52,54,36,33,21,37,31,45,53,48,29,28,65,79,55,27,51,54,75,62,6,33,35,32,1,13,37,30,34,2,77,73
43,33,68,51,64,3,79,80,46,49,19,1,76,14,67,47,8,7,37,18,57,70,41,73,28,39,26,61,12,23,24,5,37,24,36,20,22,49,40,51,40,13,33,53,33,71,54,69,54,67,1,46,51,29,68,12,52,20,79,34,46,50,28,40,79,0,67,41,49,49,43,10,51,2,25,37,33,80,50,73,73,64,76,33,19,65,77,0
25,75,43,10,26,52,15,4,13,77,27,55,10,66,2,43,38,14,61,80,56,38,47,4,6,23,42,39,45,40,55,37,74,58,78,53,63,70,26,78,70,43,53,32,33,69,45,51,70,39,51,44,40,43,5,35,65,55,55,71,18,62,12,52,75,67,32,57,57,43,61,1,61,48,39,69,78,62,12,75,5,76,28,60,44,0,65,42
1,26,74,39,44,49,52,40,17,35,39,4,4,44,25,36,56,63,75,29,32,71,25,52,60,40,7,54,0,29,0,30,66,35,74,17,52,43,6,57,17,20,33,33,19,48,4,53,29,10,48,23,45,15,56,37,50,8,62,74,1,6,61,79,70,40,10,52,73,72,6,4,34,36,7,17,56,44,2,12,58,66,33,38,11,11,36,65
59,47,55,26,26,62,44,30,2,68,42,43,37,70,63,67,75,56,65,45,76,2,40,65,34,46,71,2,44,42,12,76,72,14,69,31,63,73,26,18,80,7,71,69,48,55,62,49,48,27,44,58,53,47,25,76,2,75,33,15,46,42,37,5,12,36,23,68,71,15,38,5,34,8,69,75,27,34,64,34,21,59,43,2,48,16,53,65
22,40,21,9,70,79,56,45,17,66,14,19,43,33,38,64,50,42,71,44,4,34,19,36,24,59,25,60,37,41,72,12,13,29,75,75,22,40,43,56,46,0,54,45,4,62,3,31,28,30,73,8,46,66,7,53,14,63,19,7,72,44,59,10,35,37,17,79,32,12,8,4,7,12,0,67,42,34,80,5,11,72,74,21,45,76,64,18
45,46,6,67,73,24,33,54,67,17,68,4,32,68,44,5,49,16,9,78,64,35,28,2,67,72,24,31,16,13,77,67,5,19,57,27,41,46,6,10,5,53,69,51,53,49,31,28,9,76,49,78,47,17,23,16,16,49,62,20,21,44,1,49,80,26,29,70,79,64,65,70,6,65,11,20,27,9,8,47,67,19,36,67,49,61,55,40
52,19,56,17,10,52,60,31,55,79,75,9,76,51,55,3,29,46,34,57,38,28,74,52,32,36,44,13,45,54,1,75,68,18,30,56,51,74,19,23,31,4,54,70,29,48,28,9,0,34,6,28,74,36,68,52,27,3,39,74,76,62,49,59,19,54,1,18,11,29,21,41,78,71,44,28,49,80,33,39,54,53,23,17,42,65,70,33
61,16,59,55,23,66,32,77,74,39,46,35,65,5,49,64,75,63,74,1,53,76,24,51,7,58,63,29,39,37,51,73,58,14,10,42,3,42,43,77,23,50,67,39,10,27,30,76,34,30,1,57,66,71,22,71,10,6,44,48,55,13,65,17,36,67,31,35,61,54,50,35,9,20,35,15,71,43,19,38,57,70,66,15,78,13,39,42
75,3,64,55,28,61,15,40,22,78,69,36,63,39,67,52,72,31,54,30,74,59,36,73,63,29,48,41,47,53,76,71,27,69,67,77,61,5,55,26,67,80,1,51,48,44,73,49,6,1,66,2,27,46,9,59,17,35,70,40,15,36,75,76,0,25,7,14,53,20,66,70,1,35,45,77,68,31,33,23,7,57,49,25,22,58,28,17
54,75,18,30,3,52,13,20,13,75,40,67,67,32,22,48,57,13,48,39,49,9,32,71,50,46,7,53,11,55,1,57,22,73,75,37,21,38,9,63,38,7,46,44,23,58,8,78,28,57,2,41,56,36,51,11,69,16,37,28,49,3,32,67,11,6,6,42,37,26,33,78,75,11,18,62,61,64,41,17,29,8,63,14,46,17,57,70
49,23,35,61,56,75,27,50,56,50,76,27,59,10,66,77,50,76,41,5,75,58,9,38,3,22,22,67,78,74,53,46,26,54,34,19,16,46,37,29,31,76,51,40,45,53,46,47,74,66,27,56,15,4,26,59,10,74,12,1,61,19,70,62,9,76,31,32,50,67,28,69,74,42,6,80,41,34,71,76,63,65,30,4,7,79,69,67
35,71,72,72,2,67,53,67,28,50,35,2,10,7,34,7,12,24,56,23,72,31,52,7,3,79,31,13,15,3,77,23,63,8,24,38,52,29,75,9,39,39,29,43,15,47,66,17,36,71,46,36,4,36,1,67,36,48,55,66,53,67,5,34,66,19,47,57,53,78,61,13,56,54,20,50,66,53,61,28,38,17,7,39,11,12,0,10
61,1,65,40,71,18,51,15,22,68,52,3,54,13,53,67,23,56,40,36,34,65,50,49,56,5,8,8,56,45,29,7,77,57,15,30,3,60,58,53,42,41,68,5,56,25,7,23,68,22,9,51,26,1,1,9,76,16,29,61,54,35,29,36,18,40,63,60,38,29,16,33,72,71,78,18,24,68,74,47,66,54,6,23,30,10,62,37
45,76,70,32,13,11,41,36,55,22,5,77,50,6,34,15,56,33,8,3,73,31,10,16,79,16,26,45,47,7,49,14,57,65,34,63,61,49,71,61,35,33,12,35,37,76,53,16,52,71,59,11,59,67,9,36,12,39,15,45,11,25,4,52,0,44,30,39,4,37,36,2,48,37,25,30,58,23,34,20,58,34,44,7,19,30,35,79
74,31,15,44,9,74,62,74,42,48,1,36,37,72,58,71,29,52,47,11,13,4,57,68,18,39,16,49,26,41,36,50,13,4,19,35,60,5,21,12,59,52,52,65,50,2,14,16,27,10,17,69,10,36,76,12,41,25,24,48,21,69,17,59,20,22,15,42,62,78,53,62,19,19,34,0,63,11,57,21,36,0,18,4,47,30,21,69
21,56,69,55,79,74,43,24,66,57,8,49,30,18,54,13,76,20,22,40,79,50,18,12,68,58,55,24,77,38,17,11,49,62,35,33,53,23,11,57,69,54,20,55,8,75,63,49,3,6,35,16,74,48,16,39,25,42,49,11,73,60,50,69,28,34,70,68,49,30,41,68,80,42,77,79,7,20,11,68,41,5,34,12,1,61,43,7
46,48,75,63,79,66,80,11,50,56,18,57,17,22,45,12,76,2,30,63,35,73,45,11,57,7,18,6,60,2,59,23,80,31,74,29,44,21,23,80,34,36,79,55,62,33,19,62,39,44,70,37,12,55,29,15,24,49,52,62,33,54,42,20,52,75,66,23,55,51,3,69,25,72,79,60,56,55,31,72,71,80,72,8,45,45,77,41
16,40,15,29,42,68,61,61,7,31,77,68,16,40,29,29,70,4,40,78,5,67,28,34,36,52,43,32,1,49,50,36,42,65,42,71,35,61,52,75,34,33,34,71,74,15,7,20,74,48,40,28,1,66,61,45,48,11,62,31,64,64,32,61,34,58,46,33,62,25,16,8,74,20,31,5,6,63,77,20,77,14,43,25,61,58,22,45
1,25,35,51,51,9,17,42,13,54,52,69,62,68,79,3,2,19,70,10,55,76,25,78,6,20,14,73,49,11,11,69,0,62,11,67,49,32,59,39,70,21,46,18,1,46,72,21,76,55,15,49,61,53,54,11,21,73,33,64,79,62,29,49,52,6,35,72,8,62,66,21,66,72,57,45,62,34,58,54,12,22,3,68,64,69,34,61
1,20,33,5,75,12,50,30,65,65,14,61,30,63,35,64,37,74,38,47,56,6,73,18,79,39,33,17,41,69,52,63,70,65,14,59,13,59,71,15,44,37,50,62,6,42,44,44,62,13,36,3,19,67,35,25,69,60,54,64,62,5,18,61,63,80,63,77,80,36,49,52,71,11,17,14,72,19,24,41,53,17,32,55,4,74,3,5
72,19,61,31,28,34,54,35,25,14,44,73,67,11,51,79,42,2,43,47,55,64,33,59,59,74,32,73,37,2,71,37,26,6,57,20,20,14,43,39,56,31,28,12,61,37,59,1,49,65,75,32,70,5,29,4,17,50,42,32,29,18,38,2,31,26,76,75,12,45,76,0,11,50,25,39,51,75,37,1,7,50,66,19,66,15,32,50
74,16,62,27,16,12,10,49,5,13,15,17,71,21,15,72,36,7,15,25,4,43,0,18,51,73,47,71,64,50,14,57,27,6,44,53,8,8,60,0,69,45,40,52,79,5,10,49,59,17,76,67,62,34,36,52,59,69,20,61,49,61,2,66,43,79,8,2,36,8,44,10,66,37,7,31,14,32,64,61,54,78,55,65,50,57,3,33
32,6,40,43,76,13,56,61,7,10,36,69,73,56,70,2,1,19,72,57,34,74,49,40,7,21,77,19,47,72,73,27,22,65,45,21,9,34,23,74,6,53,79,75,70,12,35,80,19,36,0,11,9,66,18,0,20,28,52,34,52,63,31,43,53,66,61,46,9,4,30,26,23,15,66,67,3,25,80,74,65,11,13,29,10,75,14,18
30,8,51,78,55,5,33,34,69,27,67,19,71,69,32,73,17,52,35,21,73,62,37,63,5,45,75,4,67,55,27,48,50,4,0,76,21,20,78,79,38,48,0,67,40,36,37,26,54,67,25,6,76,19,40,44,22,34,75,58,6,80,26,79,66,6,24,8,69,64,5,53,62,47,58,42,5,45,65,80,70,4,42,25,37,22,56,72
42,12,65,16,8,6,62,11,64,13,36,42,29,45,19,71,52,34,35,25,13,36,38,33,11,32,59,28,65,20,23,62,21,0,35,62,17,26,37,14,7,29,67,32,10,23,17,29,1,31,7,6,31,47,63,30,15,70,66,46,35,63,76,8,61,24,70,57,59,20,15,7,32,55,1,78,21,9,41,17,51,29,46,9,32,17,54,3
25,24,6,73,4,7,55,39,52,46,26,43,40,62,36,17,25,5,8,25,50,65,38,46,52,20,67,7,62,53,13,70,25,4,19,75,32,72,19,6,49,28,41,57,52,68,79,70,18,35,14,42,32,57,60,39,42,68,23,33,72,77,75,2,46,8,57,31,47,24,23,70,59,60,77,30,72,46,64,27,20,38,79,46,59,1,78,52
23,44,43,16,1,36,50,18,2,60,57,79,49,17,21,57,11,71,44,8,48,80,39,37,55,67,7,62,53,78,28,68,34,49,28,9,77,43,2,67,79,65,49,57,73,71,32,79,11,61,53,37,50,53,38,4,62,49,55,62,8,80,12,36,9,69,59,47,29,22,25,78,18,63,51,54,22,19,2,14,27,22,37,67,7,44,10,49
76,75,53,9,30,80,60,19,10,72,67,18,46,24,37,18,7,9,53,42,56,5,37,21,1,33,39,39,67,18,77,72,7,41,19,22,51,4,24,19,61,79,49,43,72,15,12,64,29,54,20,26,67,78,29,37,78,30,51,25,62,36,45,8,4,64,20,24,22,55,17,2,0,48,79,52,52,74,24,16,10,33,8,50,50,30,79,62
74,15,1,35,31,67,57,4,30,20,20,67,49,63,46,8,2,54,62,22,0,54,66,65,27,36,21,11,66,79,21,21,44,70,74,19,57,63,30,32,47,55,43,61,6,38,8,65,21,50,66,33,28,61,16,36,53,41,3,16,66,49,76,44,30,5,15,23,25,17,61,40,13,68,37,47,19,32,73,20,73,73,71,63,19,1,75,78
37,75,61,74,0,21,80,50,8,73,43,42,45,27,6,50,19,39,22,26,11,80,38,4,22,60,71,18,50,56,64,74,4,5,16,52,43,47,31,67,70,27,10,1,4,5,4,70,41,35,70,78,69,13,33,2,62,68,69,8,21,52,0,10,26,53,7,70,78,2,40,77,57,31,55,80,29,22,51,78,35,12,72,75,72,18,80,4
59,61,20,77,57,13,3,26,32,74,76,80,70,43,64,22,34,26,44,55,46,1,22,69,49,25,13,48,75,28,11,21,29,67,42,66,12,38,43,80,25,51,51,61,34,34,7,6,78,9,1,75,74,56,72,48,19,80,25,74,66,71,11,66,23,62,32,59,18,0,13,57,61,28,42,57,80,14,33,21,55,76,77,56,59,46,30,52
16,62,78,46,78,2,21,11,29,16,37,10,71,11,48,69,2,48,29,69,51,66,80,57,56,10,42,8,30,26,57,46,27,12,10,44,46,11,79,36,52,54,2,48,36,8,12,65,71,20,35,11,42,54,71,37,19,42,72,20,72,11,50,37,15,47,55,60,63,48,68,31,28,0,74,23,44,39,78,34,7,58,36,35,28,47,31,71
64,78,52,28,53,52,66,53,61,23,51,5,79,61,61,35,11,39,44,13,72,68,66,1,57,45,45,5,13,23,8,67,23,70,63,68,70,32,66,40,22,75,25,39,7,69,0,11,44,35,45,18,6,20,78,25,34,77,79,31,57,17,25,7,66,58,1,77,51,79,37,55,42,74,67,52,41,22,69,63,43,60,17,17,21,80,23,25
12,5,49,24,79,29,17,31,15,72,38,58,26,64,74,16,4,75,56,73,47,4,33,30,40,80,74,67,26,9,46,68,73,7,25,6,0,4,26,45,24,62,37,69,17,75,67,20,28,15,77,62,80,50,18,30,0,79,60,5,45,14,39,31,67,42,78,30,54,52,47,80,57,23,52,70,33,1,33,16,4,23,35,41,20,40,32,7
76,74,51,18,27,49,30,57,52,49,27,66,0,70,65,64,38,15,38,21,49,21,31,46,32,54,65,17,58,12,46,12,43,11,56,29,20,62,15,40,16,6,33,78,56,27,42,27,49,71,68,61,41,66,24,58,63,7,56,6,62,72,51,14,3,5,21,72,22,52,19,29,80,44,41,33,35,22,10,78,76,12,46,71,13,26,46,75
60,22,2,4,35,14,10,29,23,55,55,17,13,75,15,41,17,78,29,80,18,15,25,10,46,69,52,35,75,2,72,7,24,36,36,53,27,27,11,45,17,33,80,62,44,34,34,9,80,43,31,64,34,53,68,23,11,20,55,63,34,19,75,32,25,45,9,46,19,74,32,22,14,39,22,1,22,44,28,23,68,61,63,58,28,65,4,20
2,29,25,56,37,45,50,76,50,26,4,56,70,32,18,33,11,68,16,39,34,19,29,35,44,61,38,60,6,76,43,9,3,12,6,69,44,25,42,52,34,35,50,12,2,64,80,8,33,19,33,41,71,61,74,34,57,11,31,77,58,24,37,64,80,65,41,64,2,24,73,51,33,78,69,33,10,28,12,61,41,54,63,73,28,65,26,50
